CONSTRAINT_CATALOG,CONSTRAINT_SCHEMA,CONSTRAINT_NAME,TABLE_SCHEMA,TABLE_NAME,CONSTRAINT_TYPE
def,magento,CSTR_ADDR_ENTT_DEC_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_decimal,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_DEC_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_decimal,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_address_entity_int,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_INT_ENTITY_ID_ATTRIBUTE_ID,magento,customer_address_entity_int,UNIQUE
def,magento,CSTR_ADDR_ENTT_INT_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_int,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_INT_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_int,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_address_entity_text,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_TEXT_ENTITY_ID_ATTRIBUTE_ID,magento,customer_address_entity_text,UNIQUE
def,magento,CSTR_ADDR_ENTT_TEXT_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_text,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_TEXT_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_text,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_address_entity_varchar,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_VARCHAR_ENTITY_ID_ATTRIBUTE_ID,magento,customer_address_entity_varchar,UNIQUE
def,magento,CSTR_ADDR_ENTT_VCHR_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_varchar,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_VCHR_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_varchar,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_dummy_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,customer_eav_attribute,"PRIMARY KEY"
def,magento,CUSTOMER_EAV_ATTRIBUTE_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_eav_attribute,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_eav_attribute_website,"PRIMARY KEY"
def,magento,CSTR_EAV_ATTR_WS_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_eav_attribute_website,"FOREIGN KEY"
def,magento,CSTR_EAV_ATTR_WS_WS_ID_STORE_WS_WS_ID,magento,customer_eav_attribute_website,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_EMAIL_WEBSITE_ID,magento,customer_entity,UNIQUE
def,magento,CUSTOMER_ENTITY_STORE_ID_STORE_STORE_ID,magento,customer_entity,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_WEBSITE_ID_STORE_WEBSITE_WEBSITE_ID,magento,customer_entity,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_datetime,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_DATETIME_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_datetime,UNIQUE
def,magento,CUSTOMER_ENTITY_DATETIME_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_datetime,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_DATETIME_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_datetime,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_decimal,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_DECIMAL_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_decimal,UNIQUE
def,magento,CUSTOMER_ENTITY_DECIMAL_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_decimal,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_DECIMAL_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_decimal,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_int,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_INT_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_int,UNIQUE
def,magento,CUSTOMER_ENTITY_INT_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_int,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_INT_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_int,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_text,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_TEXT_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_text,UNIQUE
def,magento,CUSTOMER_ENTITY_TEXT_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_text,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_TEXT_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_text,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_varchar,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_VARCHAR_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_varchar,UNIQUE
def,magento,CUSTOMER_ENTITY_VARCHAR_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_varchar,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_VARCHAR_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_varchar,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_form_attribute,"PRIMARY KEY"
def,magento,CUSTOMER_FORM_ATTRIBUTE_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_form_attribute,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_grid_flat,"PRIMARY KEY"
def,magento,PRIMARY,magento,customer_group,"PRIMARY KEY"
def,magento,PRIMARY,magento,customer_log,"PRIMARY KEY"
def,magento,CUSTOMER_LOG_CUSTOMER_ID,magento,customer_log,UNIQUE
def,magento,PRIMARY,magento,customer_order_data,"PRIMARY KEY"
def,magento,CUSTOMER_ORDER_DATA_ORDER_ID_SALES_ORDER_ENTITY_ID,magento,customer_order_data,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_quote_data,"PRIMARY KEY"
def,magento,CUSTOMER_QUOTE_DATA_QUOTE_ID_QUOTE_ENTITY_ID,magento,customer_quote_data,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_visitor,"PRIMARY KEY"
def,magento,PRIMARY,magento,design_change,"PRIMARY KEY"
def,magento,DESIGN_CHANGE_STORE_ID_STORE_STORE_ID,magento,design_change,"FOREIGN KEY"
def,magento,PRIMARY,magento,design_config_dummy_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,design_config_grid_flat,"PRIMARY KEY"
def,magento,PRIMARY,magento,directory_country,"PRIMARY KEY"
def,magento,PRIMARY,magento,directory_country_format,"PRIMARY KEY"
def,magento,DIRECTORY_COUNTRY_FORMAT_COUNTRY_ID_TYPE,magento,directory_country_format,UNIQUE
def,magento,PRIMARY,magento,directory_country_region,"PRIMARY KEY"
def,magento,PRIMARY,magento,directory_country_region_name,"PRIMARY KEY"
def,magento,DIR_COUNTRY_REGION_NAME_REGION_ID_DIR_COUNTRY_REGION_REGION_ID,magento,directory_country_region_name,"FOREIGN KEY"
def,magento,PRIMARY,magento,directory_currency_rate,"PRIMARY KEY"
def,magento,PRIMARY,magento,downloadable_link,"PRIMARY KEY"
def,magento,DOWNLOADABLE_LINK_PRODUCT_ID_CATALOG_PRODUCT_ENTITY_ROW_ID,magento,downloadable_link,"FOREIGN KEY"
def,magento,PRIMARY,magento,downloadable_link_price,"PRIMARY KEY"
def,magento,DOWNLOADABLE_LINK_PRICE_LINK_ID_DOWNLOADABLE_LINK_LINK_ID,magento,downloadable_link_price,"FOREIGN KEY"
def,magento,DOWNLOADABLE_LINK_PRICE_WEBSITE_ID_STORE_WEBSITE_WEBSITE_ID,magento,downloadable_link_price,"FOREIGN KEY"
def,magento,PRIMARY,magento,downloadable_link_purchased,"PRIMARY KEY"
def,magento,DL_LNK_PURCHASED_CSTR_ID_CSTR_ENTT_ENTT_ID,magento,downloadable_link_purchased,"FOREIGN KEY"
def,magento,DOWNLOADABLE_LINK_PURCHASED_ORDER_ID_SALES_ORDER_ENTITY_ID,magento,downloadable_link_purchased,"FOREIGN KEY"
def,magento,PRIMARY,magento,downloadable_link_purchased_item,"PRIMARY KEY"
def,magento,DL_LNK_PURCHASED_ITEM_ORDER_ITEM_ID_SALES_ORDER_ITEM_ITEM_ID,magento,downloadable_link_purchased_item,"FOREIGN KEY"
def,magento,DL_LNK_PURCHASED_ITEM_PURCHASED_ID_DL_LNK_PURCHASED_PURCHASED_ID,magento,downloadable_link_purchased_item,"FOREIGN KEY"
def,magento,PRIMARY,magento,downloadable_link_title,"PRIMARY KEY"
def,magento,DOWNLOADABLE_LINK_TITLE_LINK_ID_STORE_ID,magento,downloadable_link_title,UNIQUE
def,magento,DOWNLOADABLE_LINK_TITLE_LINK_ID_DOWNLOADABLE_LINK_LINK_ID,magento,downloadable_link_title,"FOREIGN KEY"
def,magento,DOWNLOADABLE_LINK_TITLE_STORE_ID_STORE_STORE_ID,magento,downloadable_link_title,"FOREIGN KEY"
def,magento,PRIMARY,magento,downloadable_sample,"PRIMARY KEY"
def,magento,DOWNLOADABLE_SAMPLE_PRODUCT_ID_CATALOG_PRODUCT_ENTITY_ROW_ID,magento,downloadable_sample,"FOREIGN KEY"
def,magento,PRIMARY,magento,downloadable_sample_title,"PRIMARY KEY"
def,magento,DOWNLOADABLE_SAMPLE_TITLE_SAMPLE_ID_STORE_ID,magento,downloadable_sample_title,UNIQUE
def,magento,DL_SAMPLE_TTL_SAMPLE_ID_DL_SAMPLE_SAMPLE_ID,magento,downloadable_sample_title,"FOREIGN KEY"
def,magento,DOWNLOADABLE_SAMPLE_TITLE_STORE_ID_STORE_STORE_ID,magento,downloadable_sample_title,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_attribute,"PRIMARY KEY"
def,magento,EAV_ATTRIBUTE_ENTITY_TYPE_ID_ATTRIBUTE_CODE,magento,eav_attribute,UNIQUE
def,magento,EAV_ATTRIBUTE_ENTITY_TYPE_ID_EAV_ENTITY_TYPE_ENTITY_TYPE_ID,magento,eav_attribute,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_attribute_group,"PRIMARY KEY"
def,magento,CATALOG_CATEGORY_PRODUCT_ATTRIBUTE_SET_ID_ATTRIBUTE_GROUP_CODE,magento,eav_attribute_group,UNIQUE
def,magento,EAV_ATTRIBUTE_GROUP_ATTRIBUTE_SET_ID_ATTRIBUTE_GROUP_NAME,magento,eav_attribute_group,UNIQUE
def,magento,EAV_ATTR_GROUP_ATTR_SET_ID_EAV_ATTR_SET_ATTR_SET_ID,magento,eav_attribute_group,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_attribute_label,"PRIMARY KEY"
def,magento,EAV_ATTRIBUTE_LABEL_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,eav_attribute_label,"FOREIGN KEY"
def,magento,EAV_ATTRIBUTE_LABEL_STORE_ID_STORE_STORE_ID,magento,eav_attribute_label,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_attribute_option,"PRIMARY KEY"
def,magento,EAV_ATTRIBUTE_OPTION_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,eav_attribute_option,"FOREIGN KEY"
def,magento,EAV_ATTRIBUTE_OPTION_SAP_CODE_BOLD_IMPORT_VALUE_PARAMETER_ID,magento,eav_attribute_option,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_attribute_option_swatch,"PRIMARY KEY"
def,magento,EAV_ATTRIBUTE_OPTION_SWATCH_STORE_ID_OPTION_ID,magento,eav_attribute_option_swatch,UNIQUE
def,magento,EAV_ATTRIBUTE_OPTION_SWATCH_STORE_ID_STORE_STORE_ID,magento,eav_attribute_option_swatch,"FOREIGN KEY"
def,magento,EAV_ATTR_OPT_SWATCH_OPT_ID_EAV_ATTR_OPT_OPT_ID,magento,eav_attribute_option_swatch,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_attribute_option_value,"PRIMARY KEY"
def,magento,EAV_ATTRIBUTE_OPTION_VALUE_STORE_ID_STORE_STORE_ID,magento,eav_attribute_option_value,"FOREIGN KEY"
def,magento,EAV_ATTR_OPT_VAL_OPT_ID_EAV_ATTR_OPT_OPT_ID,magento,eav_attribute_option_value,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_attribute_set,"PRIMARY KEY"
def,magento,EAV_ATTRIBUTE_SET_ENTITY_TYPE_ID_ATTRIBUTE_SET_CODE,magento,eav_attribute_set,UNIQUE
def,magento,EAV_ATTRIBUTE_SET_ENTITY_TYPE_ID_EAV_ENTITY_TYPE_ENTITY_TYPE_ID,magento,eav_attribute_set,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_entity,"PRIMARY KEY"
def,magento,EAV_ENTITY_ENTITY_TYPE_ID_EAV_ENTITY_TYPE_ENTITY_TYPE_ID,magento,eav_entity,"FOREIGN KEY"
def,magento,EAV_ENTITY_STORE_ID_STORE_STORE_ID,magento,eav_entity,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_entity_attribute,"PRIMARY KEY"
def,magento,EAV_ENTITY_ATTRIBUTE_ATTRIBUTE_SET_ID_ATTRIBUTE_ID,magento,eav_entity_attribute,UNIQUE
def,magento,EAV_ENTITY_ATTRIBUTE_ATTRIBUTE_GROUP_ID_ATTRIBUTE_ID,magento,eav_entity_attribute,UNIQUE
def,magento,EAV_ENTITY_ATTRIBUTE_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,eav_entity_attribute,"FOREIGN KEY"
def,magento,EAV_ENTT_ATTR_ATTR_GROUP_ID_EAV_ATTR_GROUP_ATTR_GROUP_ID,magento,eav_entity_attribute,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_entity_datetime,"PRIMARY KEY"
def,magento,EAV_ENTITY_DATETIME_ENTITY_ID_ATTRIBUTE_ID_STORE_ID,magento,eav_entity_datetime,UNIQUE
def,magento,EAV_ENTITY_DATETIME_ENTITY_ID_EAV_ENTITY_ENTITY_ID,magento,eav_entity_datetime,"FOREIGN KEY"
def,magento,EAV_ENTITY_DATETIME_STORE_ID_STORE_STORE_ID,magento,eav_entity_datetime,"FOREIGN KEY"
def,magento,EAV_ENTT_DTIME_ENTT_TYPE_ID_EAV_ENTT_TYPE_ENTT_TYPE_ID,magento,eav_entity_datetime,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_entity_decimal,"PRIMARY KEY"
def,magento,EAV_ENTITY_DECIMAL_ENTITY_ID_ATTRIBUTE_ID_STORE_ID,magento,eav_entity_decimal,UNIQUE
def,magento,EAV_ENTITY_DECIMAL_ENTITY_ID_EAV_ENTITY_ENTITY_ID,magento,eav_entity_decimal,"FOREIGN KEY"
def,magento,EAV_ENTITY_DECIMAL_ENTITY_TYPE_ID_EAV_ENTITY_TYPE_ENTITY_TYPE_ID,magento,eav_entity_decimal,"FOREIGN KEY"
def,magento,EAV_ENTITY_DECIMAL_STORE_ID_STORE_STORE_ID,magento,eav_entity_decimal,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_entity_int,"PRIMARY KEY"
def,magento,EAV_ENTITY_INT_ENTITY_ID_ATTRIBUTE_ID_STORE_ID,magento,eav_entity_int,UNIQUE
def,magento,EAV_ENTITY_INT_ENTITY_ID_EAV_ENTITY_ENTITY_ID,magento,eav_entity_int,"FOREIGN KEY"
def,magento,EAV_ENTITY_INT_ENTITY_TYPE_ID_EAV_ENTITY_TYPE_ENTITY_TYPE_ID,magento,eav_entity_int,"FOREIGN KEY"
def,magento,EAV_ENTITY_INT_STORE_ID_STORE_STORE_ID,magento,eav_entity_int,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_entity_store,"PRIMARY KEY"
def,magento,EAV_ENTITY_STORE_ENTITY_TYPE_ID_EAV_ENTITY_TYPE_ENTITY_TYPE_ID,magento,eav_entity_store,"FOREIGN KEY"
def,magento,EAV_ENTITY_STORE_STORE_ID_STORE_STORE_ID,magento,eav_entity_store,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_entity_text,"PRIMARY KEY"
def,magento,EAV_ENTITY_TEXT_ENTITY_ID_ATTRIBUTE_ID_STORE_ID,magento,eav_entity_text,UNIQUE
def,magento,EAV_ENTITY_TEXT_ENTITY_ID_EAV_ENTITY_ENTITY_ID,magento,eav_entity_text,"FOREIGN KEY"
def,magento,EAV_ENTITY_TEXT_ENTITY_TYPE_ID_EAV_ENTITY_TYPE_ENTITY_TYPE_ID,magento,eav_entity_text,"FOREIGN KEY"
def,magento,EAV_ENTITY_TEXT_STORE_ID_STORE_STORE_ID,magento,eav_entity_text,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_entity_type,"PRIMARY KEY"
def,magento,PRIMARY,magento,eav_entity_varchar,"PRIMARY KEY"
def,magento,EAV_ENTITY_VARCHAR_ENTITY_ID_ATTRIBUTE_ID_STORE_ID,magento,eav_entity_varchar,UNIQUE
def,magento,EAV_ENTITY_VARCHAR_ENTITY_ID_EAV_ENTITY_ENTITY_ID,magento,eav_entity_varchar,"FOREIGN KEY"
def,magento,EAV_ENTITY_VARCHAR_ENTITY_TYPE_ID_EAV_ENTITY_TYPE_ENTITY_TYPE_ID,magento,eav_entity_varchar,"FOREIGN KEY"
def,magento,EAV_ENTITY_VARCHAR_STORE_ID_STORE_STORE_ID,magento,eav_entity_varchar,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_form_element,"PRIMARY KEY"
def,magento,EAV_FORM_ELEMENT_TYPE_ID_ATTRIBUTE_ID,magento,eav_form_element,UNIQUE
def,magento,EAV_FORM_ELEMENT_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,eav_form_element,"FOREIGN KEY"
def,magento,EAV_FORM_ELEMENT_FIELDSET_ID_EAV_FORM_FIELDSET_FIELDSET_ID,magento,eav_form_element,"FOREIGN KEY"
def,magento,EAV_FORM_ELEMENT_TYPE_ID_EAV_FORM_TYPE_TYPE_ID,magento,eav_form_element,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_form_fieldset,"PRIMARY KEY"
def,magento,EAV_FORM_FIELDSET_TYPE_ID_CODE,magento,eav_form_fieldset,UNIQUE
def,magento,EAV_FORM_FIELDSET_TYPE_ID_EAV_FORM_TYPE_TYPE_ID,magento,eav_form_fieldset,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_form_fieldset_label,"PRIMARY KEY"
def,magento,EAV_FORM_FIELDSET_LABEL_STORE_ID_STORE_STORE_ID,magento,eav_form_fieldset_label,"FOREIGN KEY"
def,magento,EAV_FORM_FSET_LBL_FSET_ID_EAV_FORM_FSET_FSET_ID,magento,eav_form_fieldset_label,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_form_type,"PRIMARY KEY"
def,magento,EAV_FORM_TYPE_CODE_THEME_STORE_ID,magento,eav_form_type,UNIQUE
def,magento,EAV_FORM_TYPE_STORE_ID_STORE_STORE_ID,magento,eav_form_type,"FOREIGN KEY"
def,magento,PRIMARY,magento,eav_form_type_entity,"PRIMARY KEY"
def,magento,EAV_FORM_TYPE_ENTITY_TYPE_ID_EAV_FORM_TYPE_TYPE_ID,magento,eav_form_type_entity,"FOREIGN KEY"
def,magento,EAV_FORM_TYPE_ENTT_ENTT_TYPE_ID_EAV_ENTT_TYPE_ENTT_TYPE_ID,magento,eav_form_type_entity,"FOREIGN KEY"
def,magento,PRIMARY,magento,elasticsuite_categories_fulltext_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,elasticsuite_thesaurus_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,elasticsuite_tracker_log_customer_link,"PRIMARY KEY"
def,magento,ELASTICSUITE_TRACKER_LOG_CSTR_LNK_CSTR_ID_CSTR_ENTT_ENTT_ID,magento,elasticsuite_tracker_log_customer_link,"FOREIGN KEY"
def,magento,PRIMARY,magento,elasticsuite_tracker_log_event,"PRIMARY KEY"
def,magento,PRIMARY,magento,email_abandoned_cart,"PRIMARY KEY"
def,magento,PRIMARY,magento,email_automation,"PRIMARY KEY"
def,magento,PRIMARY,magento,email_campaign,"PRIMARY KEY"
def,magento,EMAIL_CAMPAIGN_STORE_ID_CORE/STORE_STORE_ID,magento,email_campaign,"FOREIGN KEY"
def,magento,PRIMARY,magento,email_catalog,"PRIMARY KEY"
def,magento,EMAIL_CATALOG_PRODUCT_ID_SEQUENCE_PRODUCT_SEQUENCE_VALUE,magento,email_catalog,"FOREIGN KEY"
def,magento,PRIMARY,magento,email_contact,"PRIMARY KEY"
def,magento,EMAIL_CONTACT_WEBSITE_ID_STORE_WEBSITE_WEBSITE_ID,magento,email_contact,"FOREIGN KEY"
def,magento,PRIMARY,magento,email_importer,"PRIMARY KEY"
def,magento,PRIMARY,magento,email_order,"PRIMARY KEY"
def,magento,EMAIL_ORDER_ORDER_ID_SALES_ORDER_ENTITY_ID,magento,email_order,"FOREIGN KEY"
def,magento,EMAIL_ORDER_STORE_ID_STORE_STORE_ID,magento,email_order,"FOREIGN KEY"
def,magento,PRIMARY,magento,email_review,"PRIMARY KEY"
def,magento,PRIMARY,magento,email_rules,"PRIMARY KEY"
def,magento,PRIMARY,magento,email_template,"PRIMARY KEY"
def,magento,EMAIL_TEMPLATE_TEMPLATE_CODE,magento,email_template,UNIQUE
def,magento,PRIMARY,magento,email_wishlist,"PRIMARY KEY"
def,magento,PRIMARY,magento,flag,"PRIMARY KEY"
def,magento,PRIMARY,magento,gdpr_agreement,"PRIMARY KEY"
def,magento,GDPR_AGREEMENT_CODE,magento,gdpr_agreement,UNIQUE
def,magento,PRIMARY,magento,gdpr_agreement_decision,"PRIMARY KEY"
def,magento,GDPR_AGREEMENT_DECISION_AGREEMENT_ID_GDPR_AGREEMENT_AGREEMENT_ID,magento,gdpr_agreement_decision,"FOREIGN KEY"
def,magento,GDPR_AGREEMENT_DECISION_CUSTOMER_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,gdpr_agreement_decision,"FOREIGN KEY"
def,magento,GDPR_AGREEMENT_DECISION_ORDER_ID_SALES_ORDER_ENTITY_ID,magento,gdpr_agreement_decision,"FOREIGN KEY"
def,magento,GDPR_AGREEMENT_DECISION_STORE_ID_STORE_STORE_ID,magento,gdpr_agreement_decision,"FOREIGN KEY"
def,magento,GDPR_AGRT_DECISION_VERSION_ID_GDPR_AGRT_VERSION_AGRT_ID,magento,gdpr_agreement_decision,"FOREIGN KEY"
def,magento,PRIMARY,magento,gdpr_agreement_layout_handle,"PRIMARY KEY"
def,magento,GDPR_AGRT_LYT_HANDLE_AGRT_ID_GDPR_AGRT_AGRT_ID,magento,gdpr_agreement_layout_handle,"FOREIGN KEY"
def,magento,PRIMARY,magento,gdpr_agreement_store,"PRIMARY KEY"
def,magento,GDPR_AGREEMENT_STORE_AGREEMENT_ID_GDPR_AGREEMENT_AGREEMENT_ID,magento,gdpr_agreement_store,"FOREIGN KEY"
def,magento,GDPR_AGREEMENT_STORE_STORE_ID_STORE_STORE_ID,magento,gdpr_agreement_store,"FOREIGN KEY"
def,magento,PRIMARY,magento,gdpr_agreement_version,"PRIMARY KEY"
def,magento,GDPR_AGREEMENT_VERSION_AGREEMENT_ID_GDPR_AGREEMENT_AGREEMENT_ID,magento,gdpr_agreement_version,"FOREIGN KEY"
def,magento,PRIMARY,magento,gdpr_agreement_version_store,"PRIMARY KEY"
def,magento,GDPR_AGREEMENT_VERSION_STORE_STORE_ID_STORE_STORE_ID,magento,gdpr_agreement_version_store,"FOREIGN KEY"
def,magento,GDPR_AGRT_VERSION_STORE_VERSION_ID_GDPR_AGRT_VERSION_VERSION_ID,magento,gdpr_agreement_version_store,"FOREIGN KEY"
def,magento,PRIMARY,magento,gdpr_agreement_website,"PRIMARY KEY"
def,magento,GDPR_AGREEMENT_WEBSITE_AGREEMENT_ID_GDPR_AGREEMENT_AGREEMENT_ID,magento,gdpr_agreement_website,"FOREIGN KEY"
def,magento,GDPR_AGREEMENT_WEBSITE_WEBSITE_ID_STORE_WEBSITE_WEBSITE_ID,magento,gdpr_agreement_website,"FOREIGN KEY"
def,magento,PRIMARY,magento,gene_bluefoot_eav_attribute,"PRIMARY KEY"
def,magento,GENE_BLUEFOOT_EAV_ATTR_ATTR_ID_EAV_ATTR_ATTR_ID,magento,gene_bluefoot_eav_attribute,"FOREIGN KEY"
